pr,jira_key,sp,title,merged_at,days_open,comments,adoc_files,adoc_added,adoc_deleted,adoc_total,other_files,other_added,other_deleted,other_total,total_lines,new_adoc_files,assembly_files,image_files,commits
1322,RHIDP-7723,1,[release-1.7] RHIDP-7723: Removing readonlyrootfilesystem,2025-08-21,0.0,1,4,0,56,56,0,0,0,0,56,0,0,0,1
1321,RHIDP-7723,1,RHIDP-7723: Readonlyrootfilesystem release notes update,2025-08-28,6.9,1,1,54,50,104,0,0,0,0,104,0,0,0,3
1318,RHDH-7556,,Orchestrator in RHDH Updates,2025-08-21,0.7,3,8,32,61,93,0,0,0,0,93,0,0,0,13
1317,RHIDP-7556,,[release-1.7] RHIDP-7556: Orchestrator flavor in RHDH Operator,2025-08-20,0.0,2,11,465,0,465,5,15,0,15,480,10,0,0,25
1316,RHIDP-7723,1,RHIDP-7723: Removing readonlyrootfilesystem,2025-08-21,0.7,5,4,0,56,56,0,0,0,0,56,0,0,0,1
1315,,,chore(release-notes): add link to RHSA for 1.7.0 and placeholder for 1.7.1; update link to query only for RHDH 1.7,2025-08-20,0.0,1,1,5,1,6,0,0,0,0,6,0,0,0,1
1314,RHIDP-6478,,RHIDP-6478-1 - Release notes for Red Hat Developer Hub 1.7.0,2025-08-20,0.0,1,6,303,5,308,1,22,22,44,352,1,0,0,1
1313,,,[release-1.7] RHDHPAI-808: Developer Lightspeed content RHDH,2025-08-19,0.0,1,30,934,2,936,6,15,0,15,951,24,0,1,11
1312,RHIDP-7614,5,Manual Cherry-Pick-RHIDP-7614: Displaying the preferred username and Company Logo (#1254),2025-08-19,0.0,1,4,209,1,210,0,0,0,0,210,3,0,0,1
1311,RHIDP-7560,8,RHIDP-7560-1 - Install and configure plugins from Extensions page (next phase),2025-08-19,0.0,1,9,390,14,404,6,0,0,0,404,7,0,6,4
1310,RHIDP-8240,5,[release-1.7] RHIDP-8240 - Create a Quickstart guide to support first-time onboarding for administrators,2025-08-19,0.2,1,5,107,0,107,1,0,0,0,107,4,0,1,14
1309,RHIDP-5152,8,[release-1.6] RHIDP-5152: Add Frontend Plugn Wiring Section,2025-08-18,0.0,1,18,816,0,816,0,0,0,0,816,16,0,0,6
1308,RHIDP-5152,8,[release-1.7] RHIDP-5152: Add Frontend Plugn Wiring Section,2025-08-18,0.0,1,18,816,0,816,0,0,0,0,816,16,0,0,6
1307,RHDHBUGS-1955,1,RHDHBUGS-1955: removed additional resources,2025-08-29,11.1,9,1,0,3,3,0,0,0,0,3,0,0,0,1
1306,RHIDP-6905,,[release-1.7] RHIDP-6905: Versioning of software templates,2025-08-18,0.0,1,2,45,0,45,0,0,0,0,45,1,0,0,4
1305,RHIDP-7556,,RHIDP-7556: Orchestrator flavor in RHDH Operator,2025-08-20,2.3,3,11,465,0,465,5,15,0,15,480,10,0,0,25
1304,,,Manual cp,2025-08-18,0.0,1,1,1,1,2,0,0,0,0,2,0,0,0,1
1303,RHIDP-6478,,RHIDP-6478 - Release notes for Red Hat Developer Hub 1.7.0,2025-08-20,2.9,3,6,294,17,311,1,22,22,44,355,0,0,0,23
1300,,,RHDHPAI-808: Developer Lightspeed content RHDH,2025-08-19,6.0,5,30,934,2,936,6,15,0,15,951,24,0,1,11
1299,RHIDP-6966,,[release-1.7] RHIDP-6966: use @red-hat-developer-hub/cli instead of @janus-idp/cli,2025-08-12,0.7,1,6,14,14,28,0,0,0,0,28,0,0,0,1
1298,RHIDP-6905,,RHIDP-6905: Versioning of software templates,2025-08-18,6.8,4,2,45,0,45,0,0,0,0,45,1,0,0,4
1297,RHIDP-7526,3,feat: migrate lifecycle/support metadata to overlay repo for all supported plugins in downstream-plugins file RHIDP-7526,2025-09-09,33.0,5,3,222,232,454,2,266,195,461,915,0,0,0,30
1296,RHIDP-5733,3,RHIDP-5733: Info about custom config in the Installation guides-manual-cherry-pick,2025-08-07,0.6,1,6,202,11,213,0,0,0,0,213,2,0,0,1
1295,RHIDP-5733,3,[release-1.6] RHIDP-5733: Info about custom config in the Installation guides,2025-08-07,0.6,1,6,171,12,183,0,0,0,0,183,1,0,0,8
1294,RHIDP-5733,3,[release-1.7] RHIDP-5733: Info about custom config in the Installation guides,2025-08-07,0.6,1,6,171,12,183,0,0,0,0,183,1,0,0,8
1293,RHIDP-8313,5,[release-1.7] RHIDP-8313: Global Header - Enable Quicklinks and Starred Items by default,2025-08-06,0.3,1,3,143,1,144,1,2,1,3,147,2,0,0,3
1292,,,Minor change in adoption insights,2025-08-14,9.2,3,1,1,1,2,0,0,0,0,2,0,0,0,1
1291,,,[release-1.5] chore: add note about correctly sequencing of versions to allow > and < queries to work when generating Re,2025-08-28,23.2,3,1,5,2,7,0,0,0,0,7,0,0,0,2
1290,,,[release-1.6] chore: add note about correctly sequencing of versions to allow > and < queries to work when generating Re,2025-08-28,23.2,2,1,5,2,7,0,0,0,0,7,0,0,0,2
1289,,,[release-1.7] RHDHPAI-804: Multi-analytics provider (Adoption Insights plugin),2025-08-05,0.1,1,13,204,254,458,0,0,0,0,458,7,0,0,14
1288,RHIDP-7202,5,[release-1.7] RHIDP-7202: Doc procs for generating TechDocs pipeline with GitHub Actions and embedding videos,2025-08-04,0.0,1,11,243,12,255,0,0,0,0,255,4,0,0,8
1287,RHIDP-8240,5,RHIDP-8240 - Create a Quickstart guide to support first-time onboarding for administrators,2025-08-19,18.7,7,5,107,0,107,1,0,0,0,107,4,0,1,17
1286,RHDHBUGS-1883,2,[release-1.6] RHDHBUGS-1883: Added log level details,2025-07-31,0.0,1,3,21,3,24,0,0,0,0,24,1,0,0,5
1285,RHDHBUGS-1883,2,[release-1.7] RHDHBUGS-1883: Added log level details,2025-07-31,0.0,1,3,21,3,24,0,0,0,0,24,1,0,0,5
1284,RHIDP-8313,5,RHIDP-8313: Global Header - Enable Quicklinks and Starred Items by default,2025-08-06,8.9,4,3,143,1,144,1,2,1,3,147,2,0,0,3
1281,RHIDP-7560,8,RHIDP-7560 - Install and configure plugins from Extensions page ,2025-08-19,26.8,9,19,586,99,685,11,16,0,16,701,14,0,6,71
1280,,,chore: tagRelease.sh: bump to 1.6.3 in release-1.6 branch [skip-build],2025-07-22,0.0,1,1,2,2,4,0,0,0,0,4,0,0,0,1
1279,,,chore: update RN for 1.6.3 advisory...,2025-07-22,0.6,2,1,2,0,2,0,0,0,0,2,0,0,0,1
1278,RHDHBUGS-1883,2,RHDHBUGS-1883: Added log level details,2025-07-31,13.2,7,3,21,3,24,0,0,0,0,24,1,0,0,5
1277,RHIDP-4196,1,chore: optionally provide more details about which plugins are missing from the .csv (RHIDP-4196),2025-07-18,0.7,2,0,0,0,0,1,29,11,40,40,0,0,0,1
1276,RHIDP-8117,5,[release-1.7] chore(plugins): update dynamic plugins tables and .csv file with latest plugin wrapper versions (RHIDP-811,2025-07-17,0.0,1,4,120,101,221,2,163,138,301,522,0,0,0,4
1275,,,Manual cherrypick for PR-1232,2025-07-17,0.4,1,23,35,35,70,1,2,2,4,74,0,0,0,1
1274,RHIDP-7789,3,[release-1.6] RHIDP-7789: Some docs refer to old CRD versions or deprecated CRD fields,2025-07-16,0.0,1,3,11,11,22,0,0,0,0,22,0,0,0,5
1273,RHIDP-7789,3,[release-1.7] RHIDP-7789: Some docs refer to old CRD versions or deprecated CRD fields,2025-07-16,0.0,1,3,11,11,22,0,0,0,0,22,0,0,0,5
1272,,,chore: tagRelease.sh: bump to 1.5.3 in release-1.5 branch [skip-build],2025-07-17,1.5,1,1,2,2,4,0,0,0,0,4,0,0,0,1
1271,,,chore(rn): Security update for 1.5.3,2025-07-15,0.7,1,1,1,0,1,0,0,0,0,1,0,0,0,1
1270,RHIDP-8117,5,chore(plugins): update dynamic plugins tables and .csv file with latest plugin wrapper versions (RHIDP-8117),2025-07-17,5.5,3,4,120,101,221,2,163,138,301,522,0,0,0,4
1269,,,fix typo,2025-07-09,0.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1
1268,RHIDP-7612,5,RHIDP-7612 Added _Enablig user provisioning with LDAP_,2025-10-20,103.8,3,2,396,0,396,0,0,0,0,396,1,0,0,12
1267,RHIDP-7849,8,RHIDP-7849 Added existing modules to _Setting up and configuring your first instance_,2025-10-07,91.0,2,24,501,50,551,0,0,0,0,551,9,0,0,20
1266,RHIDP-7975,8,RHIDP-7975 Enabling authentication procedures with mandatory steps only,2025-09-30,83.9,3,11,183,170,353,2,6,0,6,359,1,0,0,14
1265,RHIDP-7847,3,RHIDP-7847 Getting started on OCP for the platform engineer,2025-07-08,0.0,1,2,13,0,13,5,5,0,5,18,1,0,0,3
1263,RHIDP-2862,3,[release-1.5] RHIDP-2862: Add air-gapped use case to TechDocs plugin doc,2025-07-07,0.0,1,1,6,1,7,0,0,0,0,7,0,0,0,2
1262,RHIDP-2862,3,[release-1.6] RHIDP-2862: Add air-gapped use case to TechDocs plugin doc,2025-07-07,0.0,1,1,6,1,7,0,0,0,0,7,0,0,0,3
1261,RHIDP-5612,3,[release-1.6] RHIDP-5612 - Fix platform related documentation for Operator,2025-07-07,0.0,1,3,4,141,145,0,0,0,0,145,0,0,0,1
1260,RHIDP-5612,3,[main] RHIDP-5612 - Fix platform related documentation for Operator,2025-07-07,0.0,1,3,4,141,145,0,0,0,0,145,0,0,0,2
1259,RHIDP-5152,8,RHIDP-5152: Add Frontend Plugn Wiring Section,2025-08-18,42.7,7,18,816,0,816,0,0,0,0,816,16,0,0,6
1258,RHIDP-6966,,RHIDP-6966: use @red-hat-developer-hub/cli instead of @janus-idp/cli,2025-08-11,38.1,4,6,14,14,28,0,0,0,0,28,0,0,0,1
1257,,,Fix links to Integrating Red Hat Developer Hub with GitHub,2025-07-08,3.8,2,6,13,4,17,0,0,0,0,17,0,0,0,5
1256,RHIDP-7562,2,RHIDP:7562: Support High Availability on EKS,2025-07-07,4.1,1,1,7,1,8,0,0,0,0,8,0,0,0,2
1254,RHIDP-7614,5,RHIDP-7614: Displaying the preferred username and Company Logo,2025-08-18,47.1,9,4,209,1,210,0,0,0,0,210,3,0,0,9
1250,RHIDP-7789,3,RHIDP-7789: Some docs refer to old CRD versions or deprecated CRD fields,2025-07-16,14.3,6,3,11,11,22,0,0,0,0,22,0,0,0,5
1249,RHIDP-2862,3,RHIDP-2862: Add air-gapped use case to TechDocs plugin doc,2025-07-07,5.3,7,1,6,1,7,0,0,0,0,7,0,0,0,2
1246,,,chore: add note about correctly sequencing of versions to allow > and < queries to work when generating Release Notes co,2025-08-05,34.7,8,1,5,2,7,0,0,0,0,7,0,0,0,1
1245,,,[release-1.6] Minor change,2025-07-01,0.0,1,1,1,1,2,0,0,0,0,2,0,0,0,1
1244,,,chore: regen release notes for 1.6.2,2025-07-01,0.0,1,1,17,4,21,0,0,0,0,21,0,0,0,1
1243,,,Minor change,2025-07-01,0.0,4,1,1,1,2,0,0,0,0,2,0,0,0,1
1241,RHIDP-7933,2,[release-1.6] RHIDP-7933: Fixed bug issues in the Software Template and Software Catalog docs,2025-07-01,0.0,1,2,2,2,4,1,0,0,0,4,0,0,1,2
1240,,,chore: tagRelease.sh: bump to 1.6.2 in release-1.6 branch [skip-build],2025-06-30,0.0,1,1,2,2,4,0,0,0,0,4,0,0,0,1
1239,,,chore: update RN for 1.6.2 advisory...,2025-06-30,0.0,1,1,2,2,4,0,0,0,0,4,0,0,0,1
1237,RHIDP-5612,3,RHIDP-5612 - Fix platform related documentation for Operator,2025-07-07,10.2,8,3,4,141,145,0,0,0,0,145,0,0,0,1
1236,RHIDP-7933,2,RHIDP-7933: Fixed bug issues in the Software Template and Software Catalog docs,2025-07-01,6.3,4,2,2,2,4,1,0,0,0,4,0,0,1,2
1235,RHIDP-7599,5,[release-1.6] RHIDP-7599: Update Template editor,2025-06-23,0.0,1,1,8,5,13,0,0,0,0,13,0,0,0,3
1234,,,Cherry-pick: Renamed RHTAP to RHADS,2025-06-19,0.0,1,2,7,8,15,0,0,0,0,15,0,0,0,1
1233,,,Renamed RHTAP to RHADS,2025-06-18,0.2,4,2,7,7,14,0,0,0,0,14,0,0,0,1
1232,RHIDP-7812,2,RHIDP-7812: Updated abbrev. and added missing periods,2025-07-01,13.2,4,24,34,34,68,1,1,1,2,70,0,0,0,4
1231,RHIDP-7834,8,RHIDP-7834-RHIDP-7634-RHIDP-598 Refactor authenticating with RHBK,2025-07-08,20.8,2,5,188,201,389,0,0,0,0,389,0,0,0,18
1230,RHIDP-7803,2,RHIDP-7803: Updated the structure,2025-06-23,7.1,3,1,18,18,36,0,0,0,0,36,0,0,0,1
1229,,,RHDHPAI-804: Multi-analytics provider (Adoption Insights plugin),2025-08-05,49.9,6,13,204,254,458,0,0,0,0,458,7,0,0,14
1228,RHIDP-7202,5,RHIDP-7202: Doc procs for generating TechDocs pipeline with GitHub Actions and embedding videos,2025-08-04,51.6,6,11,243,12,255,0,0,0,0,255,4,0,0,10
1227,RHIDP-7833,8,RHIDP-7833 Follow more logical user flow for authenticating with Azure,2025-07-07,24.0,4,6,494,455,949,0,0,0,0,949,1,0,0,30
1226,RHIDP-6735,8,[release-1.6] RHIDP-6735 - Added high-level overview of auth and user provisioning,2025-06-12,0.0,1,2,38,44,82,0,0,0,0,82,1,0,0,18
1225,,,chore(rn): fix link to RHSA for 1.5.2;...,2025-06-11,0.1,1,1,4,1,5,0,0,0,0,5,0,0,0,2
1224,RHIDP-7794,8,RHIDP-7794 Clarify authenticating and integrating with GitHub,2025-06-16,5.7,1,12,388,328,716,5,15,0,15,731,4,0,0,46
1223,RHIDP-7750,1,chore: remove attribute for the RHTAP 1.3 version (which is not used in the docs),2025-06-17,6.8,2,1,1,2,3,0,0,0,0,3,0,0,0,2
1222,,,RHDHPAI-810: New home cards,2025-06-16,5.9,6,1,72,1,73,0,0,0,0,73,0,0,0,2
1221,RHIDP-7748,,RHIDP-7748 - Update release version for 1.5.2,2025-06-05,0.0,1,1,2,2,4,0,0,0,0,4,0,0,0,1
1220,,,Bump version of RHDH to 1.7 in main; bump to BS 1.39.1 as that's the version we will be based on shortly; remove RHTAP v,2025-06-12,6.7,1,1,4,5,9,0,0,0,0,9,0,0,0,1
1219,RHIDP-6792,,RHIDP-6792 - Move Dynamic Plugin Auth provider to Tech Preview Section,2025-06-05,0.0,2,2,59,59,118,0,0,0,0,118,1,0,0,2
1218,RHIDP-7599,5,RHIDP-7599: Update Template editor,2025-06-23,20.0,6,1,8,5,13,0,0,0,0,13,0,0,0,3
1217,,,Manual cherrypicking for PR-1198,2025-06-03,0.0,1,1,7,2,9,0,0,0,0,9,0,0,0,1
1216,,,[release-1.5] RHDHPAI-808: Minor change in adoption insights,2025-06-03,0.0,1,1,7,2,9,0,0,0,0,9,0,0,0,2
1215,RHIDP-6138,3,RHIDP-6138 policy effect,2025-06-11,7.8,4,2,8,0,8,0,0,0,0,8,0,0,0,3
1214,RHIDP-6749,,RHIDP-6749: RNs for 1.5.2,2025-06-04,1.1,5,1,18,0,18,0,0,0,0,18,1,0,0,3
1213,RHIDP-7661,2,RHIDP-7661: Correct Fixed Issues Placement in 1.6.1 Release Notes,2025-06-02,0.2,4,3,59,66,125,0,0,0,0,125,0,0,0,4
1212,RHIDP-7542,3,RHIDP-7542: Template editor updates,2025-06-04,2.2,4,1,11,7,18,0,0,0,0,18,0,0,0,4
1209,RHIDP-7542,3,[release-1.6] RHIDP-7542: Template editor updates,2025-06-02,0.0,1,1,8,6,14,0,0,0,0,14,0,0,0,4
1208,RHIDP-7649,8,RHIDP-7649: Update link to Bulk importing GitHub repositories ,2025-05-30,0.0,1,2,2,2,4,0,0,0,0,4,0,0,0,1
1207,RHIDP-7649,8,RHIDP-7649: Update link to Bulk importing GitHub repositories,2025-05-30,0.0,1,2,21,1,22,0,0,0,0,22,1,0,0,1
1206,RHIDP-7649,8,RHIDP-7649: Update link to Bulk importing GitHub repositories,2025-05-30,0.2,8,2,2,2,4,0,0,0,0,4,0,0,0,2
1203,RHIDP-7649,8,[release-1.5] RHIDP-7649: Incorrectly structured content related to the Topology plugin,2025-05-29,0.0,1,2,10,7,17,0,0,0,0,17,1,0,0,1
1202,RHIDP-7649,8,RHIDP-7649: Incorrectly structured content related to the Topology plugin,2025-05-29,0.4,7,2,10,7,17,0,0,0,0,17,1,0,0,1
1200,,,chore(release): update attributes.adoc for release of 1.6.1,2025-06-04,8.0,1,1,2,2,4,0,0,0,0,4,0,0,0,1
1199,RHIDP-7542,3,RHIDP-7542: Template editor updates,2025-06-02,6.0,9,1,8,6,14,0,0,0,0,14,0,0,0,4
1198,,,RHDHPAI-808: Minor change in adoption insights,2025-06-03,7.9,6,1,7,2,9,0,0,0,0,9,0,0,0,2
1197,RHIDP-7175,3,[release-1.5] RHIDP-7175: OCI Image content update,2025-05-26,0.0,1,1,25,6,31,0,0,0,0,31,0,0,0,5
1196,RHIDP-7175,3,[release-1.6] RHIDP-7175: OCI Image content update,2025-05-26,0.0,1,1,25,6,31,0,0,0,0,31,0,0,0,5
1195,,,Manual Cherrypick for PR-1191,2025-05-26,0.0,1,1,39,30,69,0,0,0,0,69,0,0,0,1
1194,,,[release-1.5] RHDHPAI-813: Updated the adoption insights image,2025-05-26,0.0,1,1,30,28,58,0,0,0,0,58,0,0,0,1
1193,RHIDP-6410,8,[release-1.5] RHIDP-6410 - added steps  to Azure authentication procedures,2025-05-26,0.0,1,4,51,50,101,0,0,0,0,101,0,0,0,15
1192,RHIDP-7175,3,RHIDP-7175: OCI Image content update,2025-05-26,0.4,9,1,25,6,31,0,0,0,0,31,0,0,0,5
1191,,,RHDHPAI-813: Updated the adoption insights image,2025-05-26,3.9,5,1,30,28,58,0,0,0,0,58,0,0,0,1
1190,RHDHBUGS-241,1,RHDHBUGS-241: Update RHSA links for Fixed Security Issues for 1.5,2025-05-22,0.2,3,1,1,1,2,0,0,0,0,2,0,0,0,2
1189,RHIDP-7461,3,[release-1.6] RHIDP-7461: List the steps for role-based access in UI,2025-05-22,0.0,1,4,60,19,79,0,0,0,0,79,2,0,0,2
1188,RHIDP-5999,,RHIDP-5999: Fixed Issues in RN,2025-05-22,0.3,3,2,12,11,23,0,0,0,0,23,1,0,0,2
1187,RHIDP-5608,2,RHIDP-5608: Update content for Template Editor,2025-05-26,4.3,3,3,45,48,93,1,0,0,0,93,0,0,1,3
1186,RHIDP-6735,8,RHIDP-6735 - Added high-level overview of auth and user provisioning,2025-06-12,21.5,13,2,38,44,82,0,0,0,0,82,1,0,0,22
1185,RHIDP-5999,,RHIDP-5999: POST-GA docs release tasks for RHDH release,2025-05-21,0.0,6,2,23,0,23,0,0,0,0,23,2,0,0,3
1184,RHIDP-7542,3,[release-1.6] RHIDP-7542: Template Editor section update,2025-05-21,0.0,1,1,28,31,59,0,0,0,0,59,0,0,0,4
1183,RHIDP-6501,3,[main] RHIDP-6501 - Modularize modules/dynamic-plugins/con-dynamic-plugins-cache.adoc,2025-05-20,0.0,1,6,166,152,318,0,0,0,0,318,4,0,0,6
1182,RHIDP-6498,3,[release-1.5] RHIDP-6498: Modularize modules/configuring-a-floating-action-button/proc-configuring-floating-action-butto,2025-05-20,0.0,1,3,94,90,184,0,0,0,0,184,1,0,0,1
1181,RHIDP-6498,3,[release-1.6] RHIDP-6498: Modularize modules/configuring-a-floating-action-button/proc-configuring-floating-action-butto,2025-05-20,0.0,1,3,94,90,184,0,0,0,0,184,1,0,0,1
1180,RHIDP-6498,3,RHIDP-6498: Modularize modules/configuring-a-floating-action-button/proc-configuring-floating-action-button-as-a-dynamic,2025-05-20,0.1,5,3,94,90,184,0,0,0,0,184,1,0,0,1
1179,RHIDP-6501,3,RHIDP-6501 - Modularize modules/dynamic-plugins/con-dynamic-plugins-cache.adoc,2025-05-20,0.1,7,6,166,152,318,0,0,0,0,318,4,0,0,7
1178,RHIDP-7542,3,RHIDP-7542: Template Editor section update,2025-05-21,0.9,10,1,28,31,59,0,0,0,0,59,0,0,0,4
1177,RHIDP-5184,8,RHIDP-5184 - added steps to _Configuring Redis cache_ (#1169),2025-05-21,0.9,0,3,38,20,58,0,0,0,0,58,1,0,0,1
1176,RHIDP-7461,3,RHIDP-7461: List the steps for role-based access in UI,2025-05-22,2.0,6,4,60,19,79,0,0,0,0,79,2,0,0,2
1173,RHIDP-5184,8,[release-1.6] RHIDP-5184 - added steps to _Configuring Redis cache_,2025-05-19,0.0,1,3,38,18,56,0,0,0,0,56,1,0,0,16
1172,RHIDP-7455,5,[release-1.6] RHIDP-7455: Adding ArgoCD and Quay permissions,2025-05-19,0.0,1,1,35,1,36,0,0,0,0,36,0,0,0,3
1171,RHIDP-7455,5,RHIDP-7455: Adding ArgoCD and Quay permissions,2025-05-19,0.7,4,1,35,1,36,0,0,0,0,36,0,0,0,3
1170,,,chore: add static link to the 1.6.0...,2025-05-19,2.8,1,1,5,1,6,0,0,0,0,6,0,0,0,1
1169,RHIDP-5184,8,RHIDP-5184 - added steps to _Configuring Redis cache_,2025-05-19,3.0,6,3,38,18,56,0,0,0,0,56,1,0,0,16
1168,RHIDP-6410,8,RHIDP-6410 - added steps  to Azure authentication procedures,2025-05-26,9.9,15,4,51,50,101,0,0,0,0,101,0,0,0,18
1167,RHIDP-7038,,[release-1.6] RHIDP-7038: Doc air-gapped installation on K8s platforms with Helm,2025-05-16,0.0,2,4,475,3,478,0,0,0,0,478,3,0,0,3
1166,RHIDP-6152,3,[release-1.6] RHIDP-6152: Update Install Operator doc to reflect UI changes,2025-05-16,0.0,1,2,48,21,69,0,0,0,0,69,0,0,0,4
1165,,,[release-1.6] Updated about RHDH,2025-05-14,0.0,1,2,80,3,83,1,5,1,6,89,1,0,0,1
1164,RHIDP-6145,8,[release-1.6] RHIDP-6145: Added developer-focused content for software templates,2025-05-14,0.0,1,6,83,24,107,3,0,0,0,107,2,0,3,11
1163,RHIDP-6144,13,[release-1.6] RHIDP-6144: Developer-focused content for software catalogs,2025-05-14,0.0,1,9,231,0,231,0,0,0,0,231,8,0,0,10
1162,,,chore: fix list of enabled-by-default plugins in 1.5 (missing GA global-floating-action-button and 3 TP marketplace plug,2025-05-15,1.7,2,1,5,1,6,0,0,0,0,6,0,0,0,1
1161,RHIDP-6584,8,[main] RHIDP-6584 - Document how users can install and configure plugins from Marketplace in RHDH,2025-05-13,0.0,2,2,61,2,63,4,0,0,0,63,1,0,4,12
1160,RHIDP-5421,5,[release-1.6] RHIDP-5421 - Document which plugins in RHDH have metrics,2025-05-13,0.0,1,1,58,0,58,0,0,0,0,58,1,0,0,7
1159,RHIDP-6147,8,[release-1.6] RHIDP-6147: Developer-focused content for Learning Paths,2025-05-13,0.0,1,4,30,1,31,0,0,0,0,31,2,0,0,3
1158,RHIDP-6152,3,RHIDP-6152: Update Install Operator doc to reflect UI changes,2025-05-16,3.5,5,2,48,21,69,0,0,0,0,69,0,0,0,4
1157,RHIDP-6143,13,Updated about RHDH,2025-05-14,1.7,6,2,80,3,83,1,5,1,6,89,1,0,0,2
1156,,,"chore: update plugins list for 1.7/main, including new enabled-by-default tech preview plugins",2025-05-16,3.6,2,4,80,80,160,1,60,61,121,281,0,0,0,2
1155,RHIDP-6575,3,RHIDP-6575:Minor-Fixes-RHIDP-6000-Release-notes-for-Red-Hat-Developer-Hub-1.6.0,2025-05-12,0.0,1,1,14,1,15,0,0,0,0,15,0,0,0,1
